10.6 63 400 0
10.6 64 400 7
10.6 82 400 6
10.6 99 400 1
10.6 106 400 18
10.6 124 400 27
10.6 125 400 0
16.1 46 550 0
16.1 47 550 21
16.1 48 550 2
16.1 50 550 9
16.1 53 550 18
16.1 54 550 49
16.1 56 550 16
16.1 59 550 2
16.1 62 550 5
16.1 63 550 96
16.1 65 550 12
16.1 66 550 4
16.1 67 550 4
16.1 71 550 21
16.1 73 550 1
16.1 76 550 1
16.1 77 550 0
20.3 16 600 0
20.3 17 600 2
20.3 18 600 15
20.3 19 600 40
20.3 20 600 6
20.3 21 600 31
20.3 22 600 5
20.3 23 600 84
20.3 26 600 111
20.3 28 600 65
20.3 31 600 15
20.3 32 600 14
20.3 34 600 10
20.3 35 600 12
20.3 40 600 1
20.3 41 600 0
23 12 500 0
23 13 500 1
23 14 500 11
23 15 500 8
23 16 500 228
23 17 500 58
23 18 500 20
23 19 500 38
23 20 500 5
23 21 500 12
23 22 500 0
24 16 200 0
24 17 200 135
24 18 200 7
24 21 200 9
24 23 200 10
24 24 200 0
25 12 400 0
25 13 400 2
25 14 400 35
25 15 400 23
25 16 400 16
25 17 400 184
25 18 400 16
25 19 400 11
25 20 400 8
25 21 400 9
25 22 400 0
26.3 11 200 0
26.3 12 200 3
26.3 14 200 139
26.3 17 200 35
26.3 18 200 0
28 7 300 0
28 8 300 14
28 9 300 4
28 10 300 6
28 11 300 21
28 12 300 138
28 13 300 6
28 14 300 12
28 15 300 0
30 7 600 0
30 8 600 24
30 9 600 105
30 10 600 253
30 11 600 22
30 12 600 13
30 13 600 32
30 14 600 18
30 15 600 0
