10.6 32 1000 0
10.6 33 1000 69
10.6 34 1000 165
10.6 35 1000 141
10.6 36 1000 183
10.6 37 1000 145
10.6 38 1000 74
10.6 39 1000 1
15 14 300 0
15 15 300 50
15 16 300 91
15 17 300 87
15 18 300 28
15 19 300 4
15 20 300 0
16.1 9 1000 0
16.1 10 1000 61
16.1 11 1000 111
16.1 12 1000 394
16.1 13 1000 216
16.1 14 1000 31
16.1 15 1000 15
16.1 16 1000 0
20.3 6 1000 0
20.3 7 1000 32
20.3 8 1000 699
20.3 9 1000 126
20.3 10 1000 1
20.3 11 1000 0
23 5 800 0
23 6 800 525
23 7 800 162
23 8 800 1
23 9 800 0
24 4 400 0
24 5 400 174
24 6 400 190
24 7 400 0
26.1 3 700 0
26.1 4 700 92
26.1 5 700 513
26.1 6 700 11
26.1 7 700 0
26.7 4 400 0
26.7 5 400 323
26.7 6 400 13
26.7 7 400 2
26.7 8 400 0
31 2 1400 0
31 3 1400 246
31 4 1400 992
31 5 1400 6
31 6 1400 0
