11 27 31 0
11 28 31 3
11 34 31 6
11 42 31 7
11 52 31 5
11 62 31 5
11 72 31 5
11 73 31 0
15 9 20 0
15 10 20 1
15 11 20 2
15 23 20 1
15 33 20 5
15 35 20 5
15 36 20 3
15 37 20 3
15 38 20 0
16 12 12 0
16 13 12 1
16 19 12 2
16 32 12 3
16 33 12 1
16 46 12 3
16 47 12 1
16 50 12 1
16 51 12 0
20 4 41 0
20 5 41 2
20 6 41 1
20 7 41 2
20 8 41 1
20 9 41 1
20 10 41 1
20 11 41 1
20 12 41 3
20 14 41 1
20 16 41 2
20 17 41 1
20 18 41 4
20 19 41 2
20 21 41 1
20 22 41 2
20 23 41 1
20 25 41 2
20 28 41 5
20 29 41 4
20 33 41 1
20 34 41 1
20 35 41 2
20 72 41 0
23 6 20 0
23 7 20 2
23 9 20 1
23 10 20 2
23 11 20 1
23 12 20 1
23 15 20 1
23 16 20 1
23 17 20 2
23 20 20 2
23 21 20 3
23 27 20 4
23 28 20 0
26.2 10 24 0
26.2 11 24 1
26.2 12 24 6
26.2 18 24 9
26.2 21 24 2
26.2 26 24 2
26.2 28 24 2
26.2 29 24 0
28 2 20 0
28 3 20 1
28 4 20 7
28 5 20 5
28 6 20 2
28 7 20 3
28 10 20 1
28 17 20 1
28 18 20 0
30 6 27 0
30 7 27 3
30 8 27 7
30 12 27 7
30 14 27 10
30 15 27 0
